user,project
jtormerod,abernethy
jurgensymynck,abernethy
silkwodj,abernethy
kaisentoday,abernethy
gagolews,stringi
bartektartanus,stringi
dmarcelino,sciencepo
herrcafe,sciencepo
akhilbehl,ifrogs
chiraganand,ifrogs
rajattayal,ifrogs
nidhiaggarwal,ifrogs
ajayshah,ifrogs
rohini_grover,ifrogs
pierre,jointseg
mpierrejean,jointseg
johannesbeller,psytabs
w100pea,metabolomics
kvakili,mysmallpackage
gujinronga,html5vis
jianli,html5vis
weitaiyun,html5vis
eoromero,colgem
erikvolz,colgem
sdwfrost,colgem
olli0601,colgem
artpoon,colgem
cws_rug,netsim
jhollway,netsim
lucybastin,xsdhelper
jianli,tmcn
lcallot,lassovar
mgoeker,opm
hofner,opm
jodosikorski,opm
luebeck,opm
mcmc,opm
jfox,rcmdrtdplugin
dtaliun,ldexplorer
cpattaro,ldexplorer
vchagas,mortalitytables
stefano_calza,sequgio
pjpuglia1,satk
nmatzke,modiscloud
gjw,pmml
tjena,pmml
wenlin,pmml
masoudi,ldod
msarmad,ldod
htalebi,ldod
jedick,rpad
mkao006,faostat
cjackson,msm
howardthom,msm
khliland,umb-statistics
nickcooperdil,plumbcnv
elff,memisc
cjgb,apicultur
kuhn,apm
fgrimson,morgan-rtools
eathomp,morgan-rtools
zhengzheng,r2mlwin
richardparker,r2mlwin
cmjcharlton,r2mlwin
cwjacksonjr,ambur-hva
tooyoung,biomvrcns
guidoum,simdiffproc
anoopshah,caliberanalysis
femiguez,nlraa
codeandmath,bigjoin
tomaschwutz,pplane
markus,pplane
w108bmg,invest
stevenpellis,concur-topol
lisahenn,cesens
julianw,cesens
mdoray,agriges
sieste,bride
blmrpkg,blmr
kiero,acceptabel
shenxia,acceptabel
jgrn307,dobatchjobs
richcalaway,dobatchjobs
kilibarda,meteo
thengl,meteo
edzer,meteo
ben_graeler,meteo
asekulic,meteo
mforkel,greenbrown
tomaschwutz,greenbrown
janvb,greenbrown
gianfilippa,greenbrown
brownaa,stosimweek4
richarddmorey,statedu
doebler,caman
schlatti,caman
mirisola,tolmanscr
ismail,adrminer
ergaibi,adrminer
ulf,vinecopula
etobi,vinecopula
mhofert,vinecopula
ben_graeler,vinecopula
tnagler,vinecopula
luow,pathview
m1932r8,nordklimdata1
antonanzas,radlib
oscarperpi,radlib
ajlyons,tlocoh
bertcarnell,dirichlet
bertcarnell,truncateddist
bertcarnell,mixturedist
kiero,mkmisc
wildberry,mkmisc
bpfaff,tssp
jmerkle,lpic
davidaarmstrong,ascjr
jgrn307,rasterrs
jchiquet,quadrupen
starfox,rpnf
jmusial,pcm
cbattles,vectis
fbesnier,parallstructure
leifeld,polnet
cdardis,survmisc
ishida,r2mecab
kjell,flexbayes
spk,flexbayes
slamonica,flexbayes
kecoli,flexbayes
rashidrasul,rstrategist
bigal1980,rstrategist
ericgilleland,ismev
mhofert,ismev
mathieu_ribatet,ismev
qmnonic,jsonrpcviamq
rossjesse,jsonrpcviamq
tshott,open-tfdea
rshabnam,open-tfdea
tim_anderson,open-tfdea
cjackson,flexsurv
ra_fisher,flexsurv
tobiasliboschik,tscount
probst,tscount
rfried,tscount
jrathjens,tscount
xpedeli,tscount
pdhoff,amen
meierluk,hdi
rubend,hdi
meinshausen,hdi
adolt,estimators4nfi
grimonprez,rankclust
vkubicki,rankclust
renaud,cellmix
jmsigner,rhr
rchampeimont,clag
jmmateos,tracerkinetic
zauber,mqqc
torres,cdb
petzoldt,rlimnolab
goosie,rlimnolab
rolinski,rlimnolab
grimonprez,mpalars
joblion,mpalars
gmarot,mpalars
sblanck,mpalars
oyvble,mastermix
bogani,advaneced
papritz,georob
schwierz,georob
stahel,georob
kollerma,georob
nussbam,georob
adriano,commecol
torres,xkcd
sdwfrost,phyexe
sdwfrost,merlin
dpjudge,camb-training
kforner,rcpp-progress
erousseaux,trim
sdwfrost,epicookbook
recke,cnav
shera,adni-ppsb-cewg
reversepong,capture
oyvble,biglme
bigoten,nirt-perfit
macqueen,rneshaps
cunyp,netclass
tomaschwutz,reddyproc
gdorum,euromix
thoree,euromix
khliland,euromix
bpfaff,parma2
alexios1175,parma2
braverock,gsoc
peter_carl,gsoc
bodanker,gsoc
mjgrayling,infdis
abhirupkgp,rnso
hwborchers,rnso
popivan,btutils
cheuer,cgen
omarwagih,gitter
gsimpson,pcurve
hreulen,gamboostmsm
thomas,ytable
forrest,refnet
shenxia,cvgwas
mattiuzzi5114,gdalutils
jgrn307,gdalutils
mlt,swap2r
gnachtma,nsim
sbrockhaus,fdboost
gaussllego,nonlinear
egsolak,punitroottests
rossjesse,flightcallr
lgooch,flightcallr
johnros,rrho
kabaum,neo-ena-clim
tuxette,sombrero
lbendhai,sombrero
madalinao,sombrero
reemasinghjnu,htda
khamidieh,rnd
khamidieh,khrnd
blun,blunsworld
allard,atmet
demeyer,atmet
mbill,modi
beat_hulliger,modi
tuxette,therese-pkg
krlmlr,kimisc
therese,dnamixtures
murray,histogramtools
timhesterberg,histogramtools
erousseaux,spnet
mlacey,rrbs-sim
alexios1175,teatime
jskoien,dopa
libosun,orci
tuxette,niledam
apalczewska,rffc
gokmen,netmes
vandomed,accelerometry
gdorum,gsearot
solvsa,gsearot
murdoch,profiledisplay
atsang48,profiledisplay
yxie87,profiledisplay
daryns,profiledisplay
yiming,profiledisplay
leugimsan,cvrcalc
tseopil,cvrcalc
msoueidatt,soueidatt
grimonprez,soueidatt
vkubicki,soueidatt
vandomed,nhanesaccel
nakatani,dcchoice
gyollin,mpo
bethanyyollin,mpo
martinrd,mpo
kecoli,mpo
kinemoto,em2
gnustats,crcx
hansr,hypspecproces
janvb,hypspecproces
phim,fitools
ephraimhanks,s416
paul,grimport
sjp,grimport
loicyengo,clere
janvb,rasta
dutri001,rasta
ben_dv,rasta
sytbru,rasta
silkwodj,xmetric
jtormerod,xmetric
tbates,umx
krcoombes,oompa
nickytong,oompa
proebuck,oompa
irenner,ppmlasso
thamiakova,platinumqc
thothorn,thdata
m1932r8,lmfnlsq
silenoubernard,bcrank
renaud,rngtools
kridsadakorn,rippca
ecmerkle,scoring
dsteuer,vbv
masanao,bppkgx
lucaleem,swissmrp
heffaywrit,swissmrp
feinerer,tm-plugin-mail
wlm01,tm-plugin-mail
khornik,tm-plugin-mail
jschallert,monthlyreports
naimi,elisa
jchiquet,fusedanova
pgutierrez,fusedanova
ute,fudapp
myllym,fudapp
cwjacksonjr,ambur-tools
gklima,gecon
oscar0909,aspis
nandy006,smallarea
ansuchatterjee,smallarea
coleoguy,evobir
grantschneider,nsm3
kinemoto,satf
reinder,fgm
lucaleem,stratsel
livio,flip
schamberlain,ropensci
cboettig,ropensci
jgrn307,rpreferences
dmitrypavlyuk,spfrontier
xingzhengwu,reoriskr
mnaylor,detritalftfit
arcalb,cogarch
ebibbona,cogarch
lorenzo,cogarch
iliachan,cogarch
gbirolo,cogarch
mauroiannace,cogarch
cbrunsdon,ie11census
m1932r8,cvd
robroy865,candidatebacon
raoul,rtmodels
iamaspacecoyote,msim
m1932r8,utf8latex
tlumley,r-survey
zucknick,bvsflex
wiesenfa,bvsflex
clementthery,correg
gyollin,uwgarp
rossbennett34,uwgarp
tfillebeen,uwgarp
mllabovitz,uwgarp
kecoli,uwgarp
ezivot,uwgarp
jaiganeshp,uwgarp
valcu,mvalcu
lschlicht,mvalcu
rsparapa,bivpack
jbuttlar,jbtools
aproforever,waveseqr
okugami,sentiment140
guntherkrauss,simplace
antoniojfsousa,tradingeconomic
dadandmum12,fundr
marbaclo,clustericat
haxel90,flowaid
vandomed,kvd
schlusie,eiwild
gabrielhoffman,lrgpr
marbaclo,comodes
katharina,acd
and,bipod
topsoil,patterncnv
ardiad,peerperformance
kboudt,peerperformance
wibeasley,redcapr
dbard,redcapr
kchine,elasticr
martinrd,uwcfrm
gyollin,uwcfrm
rossbennett34,uwcfrm
arorar,uwcfrm
ezivot,uwcfrm
jinlongzhang01,skycalc
vandomed,tab
slee232,covert
jtormerod,stosim
celisse,exactsampling
alice,exactsampling
maryhuar,exactsampling
sapient,pwviwer
olmub,quant-lab
savercool,quant-lab
javi,quant-lab
jpawlowski,quant-lab
thierrym,quant-lab
stu,quant-lab
arbuzov1989,quant-lab
krcoombes,classpred
proebuck,classpred
krcoombes,nameneedle
proebuck,nameneedle
krcoombes,siber
nickytong,siber
proebuck,siber
krcoombes,umpire
proebuck,umpire
krcoombes,integirty
nickytong,integirty
proebuck,integirty
delucia,rphree
imadahmed,rphree
olegishkov,rphree
grafab,polyploid
soumyar,polyploid
hgasca,uncertainty
federicopg,uncertainty
m1932r8,rspincalc
richard6s,microclim
ajsuggitt,microclim
nathanpc,electronics-r
pmishra,mgsz-score
rosaire,condprob
kilibarda,plotgooglemaps
dc314159,plotgooglemaps
rachbad,como
m1932r8,rahrs
ardiad,cia
kboudt,cia
valentint,cia
keshavpratap,cia
nakatani,ccgarch2
rigaill,opfp
robmaidstone,opfp
kayleahaynes,opfp
tdhock,opfp
m1932r8,conicfit
marcia,fuzzysim
stevelihn,lihnpsd
eugene,emo-mobil
weigand,rtfsweave
adrientaudiere,comind
onenadi,ca0
friendly,ca0
lockerthaddeus,ca0
adrientaudiere,cati
dcs,imagejroi
mikko_vihtakari,imagejroi
oyvble,bayesdnamix
thegeologician,kdemds
thegeologician,laicpms
vandomed,nhanesdata
mikko_vihtakari,sclero
asila,soilspec
thengl,soilspec
hoehle,rladybug
ramirez-lopez,resemble
vincent_dk,epig
mhofert,qrmtools
khornik,qrmtools
jchiquet,spring-pkg
janelange,ombre
m1932r8,munsellinterpol
tiagomarques,deadcanmove
marcia,deadcanmove
marcia,modeva
cnchapman,r-marketing
bigoten,perfit
sanfordweisberg,alr4
jgrn307,rgears
timothyfrasier,related
m1932r8,psmix
leifeld,xergm
brandenberger,xergm
skyler_cranmer,xergm
jameswd,xergm
mgeraci,qtools
reggallon,g2sd
ajit555,rtutorial
wokai,seqtools
marcoandrello,metapopgen
minowa,bsnutility
rationshop,peakfq
signori,msct
ncrookston,rconifers
mritchie,rconifers
dougmainwaring,rconifers
osbornna,rconifers
maguired,rconifers
jianli,rinds
bpfaff,cccp
sessinger,nullsens
kunze,ilmts
krcoombes,supercurve
proebuck,supercurve
jmmelott,supercurve
krcoombes,thresher
osu_mwang,thresher
abhirupkgp,envlp
pcardoso,bat
rigal,bat
jccarvalho,bat
matthias_studer,khb
davidzeleny,weimea
thiloklein,matchingmarkets
naimi,sdm
osmarllq,spdyn
zhengxwen,gdsfmt
thegeologician,provenance
hinohide,mppd
hxgy6100,relationextract
fisherfree,rleafangle
recke,wtjonckheere
dmitrypavlyuk,csn
girtcius,csn
zhao2014,drought
daynefiler,toxcast
kothiya,toxcast
jfranzos,toxcast
sgreilich,libamtrack
tkeitt,rpg
thothorn,pkg2html
sgreilich,fntd
mangothecat,rnmimport
henrik,rnmimport
marcia,viscount
dcbowman,rnomads
sijben,trajectory-sim
pengdlzn,trajectory-sim
m1932r8,colorscience
lorenzo,mixedts
edit,mixedts
dwf,bootbca
sgreilich,hitxml
shirinra,hitxml
bsspirit,gridgame
valeriadicola,ecospat
rdotsch,rcicr
athiery,probeannotator
ar0,hpcwld
karlines,ccsolve
petzoldt,ccsolve
kmm,ccsolve
grushkay,trimtrees
joblion,rtkpp
dusadrian,ddiwr
marbaclo,mixcluster
marmayer2,forummailtest
sapient,sbs-0001
icasas_rforce,bpll
debangs,rsaga
brenning,rsaga
rhurlin,rsaga
ranolaj,origen
jpritikin,ifatools
javigzz,ravis
cagito,drp
jchiquet,spinyreg
cbouveyron,spinyreg
platouche,spinyreg
pamattei,spinyreg
ruckdeschel,robhmm
jsass,robhmm
steffigrimm,robhmm
danielkjaer,wiener-integral
slee232,genoview
burgette,twang
johnsunx1,splicingtypes
femiguez,biocro
wibeasley,tabularmanifest
sarahheaps,nseg4-cdt-intro
sarahheaps,nseg4-cdt-prog
sarahheaps,nseg4-cdt-mod
sarahheaps,nseg4-cdt-eff
sarahheaps,nseg4-cdt-gg2
asila,silascripts
gianfilippa,phenopix
mforkel,phenopix
mmiglia,phenopix
dmirandae,jrich
andreberchtold,march
mariaxu11,ey2010-erosion
ymhunter,ymhunter17
euanc,ews-tehralayer
alancan,cffdrs
xianli,cffdrs
marcarneg,fftrees
osbornna,cipsr
maguired,cipsr
dougmainwaring,cipsr
ajlyons,tlocoh-dev
azeileis,jss
gruen,jss
coryon,jss
kmm,jss
edzer,jss
johnsunx1,prettycloud
aaa132452,prettycloud
tmxbetter,prettycloud
chenxiao,prettycloud
guofenghui11,prettycloud
zhubeibei,prettycloud
harry,prettycloud
forestcas,rlidar
ernmauya,rlidar
rdangl,bdlp
mannau,hdf5r
gabrielhoffman,heivr
alexgenin,rollply
raoul,cusp
odinlikesr,plsgenomics
jaiganeshp,garpfrmenhance
kecoli,garpfrmenhance
marijke,intclust
ewoud,intclust
nolenjoy,intclust
thamiakova,augmpred
margirondo,augmpred
tobiasliboschik,robts
rfried,robts
jrathjens,robts
alexanderduerre,robts
ne_da978,word-alignment
msarmad,word-alignment
dillingh,isetools
popivan,flock
franrodalg,musr
hoshmand,ica
tomaschwutz,respchamberproc
mmiglia,respchamberproc
carolalisboa,respchamberproc
opriego,respchamberproc
pbellot,netbench
nabataea,laelm
wibeasley,adhdrs4calc
simonepadoan,extremaldep
giuliamarcon,extremaldep
borisberanger,extremaldep
ccafs,analogues
brendo1001,ithir
roudierp,ithir
mhofert,qrng
clemieux14,qrng
hanzifei,mvmix
davidzeleny,twinspan
zencubed,mvpart
hoshmand,icaff
jori,rpithon
mwoods,rnetcdf
michna,rnetcdf
jori,readcsvcolumns
statpharmer,forestfloor
lhc,forestfloor
marbaclo,varsellcm
masedki,varsellcm
danp,audited
pivirotto,audited
kidzik,freqdom
wokai,sqlitetools
wokai,semantic
wokai,cdir
cbogart,scimapclient
stahel,qmrobust
billkmet,review
rsbivand,spgrass
rkrug,spgrass
neteler,spgrass
gavishyoni,hie-ran-forest
charliem2003,hie-ran-forest
zalmquist,us-space-dem
sth1402,dyntxregime
pari,maxlikelihood
pdhoff,rda
johannes_textor,motilitylab
jberry47,motilitylab
charliem2003,downscale
rsparapa,bartpack
cpattaro,nephro
shenxia,statomics
warnes,r-gregmisc
moeller,r-gregmisc
joechip90,rgeojags
lorenzo,pricingmixedts
edit,pricingmixedts
wastl,ebuzh
lheld,ebuzh
trusch,stops
pmair,stops
khornik,stops
deleeuw,stops
vandomed,stocks
ingmarvisser,gazepatterns
dvrensw,gazepatterns
kboudt,blockra
zhangyue,ra-cusum
olmub,hivol
masedki,selvarmix
ewoud,rest
larsronn,repgwas
gloria,causality
athiery,forensicinterp
dcbowman,hht
dcbowman,rfdsn
sloiseau,sil
jinlongzhang01,plantlist
jinlongzhang01,herblabel
andrerie,bapc
jubo,easi
andrews,hydromet
drfuka,hydromet
zme2,hydromet
jbarry,emon
dmaxwell,emon
founderfan,iching
cdriver,ctsem
jbecu,ridgeadap
nxdao2000,is2
sijben,bbmm-analysis
jingyig,meta4diag
alvinpark,lovely
blaubner,jobqueue
fwild,mpia
tkeitt,odeintr
marmayer,k-step
forestcas,rforest
forestcas,rtopo
randomsuffer,cbrapi
ctbctb,cbrapi
ctbctbctb,cbrapi
hfang,rultradd
rmf,pophelper
ajwills,catlearn
touswil,clustmmdd
masedki,mhtrajectoryr
rendahl,proteinturnover
ssippel,statcomp
xd-deng,r-text-2-speech
wzlew,autoann
kidzik,autoann
martinspindler,hdm
vc2015,hdm
virasem,hdm
ronaldkpearson,datarobot
dadler,rdyncall
meraj,popgenome
ewoud,biclustrank
nolenjoy,biclustrank
raoul,mskf
patrick,healthqueues
wanglin,assoctestsdata
anwarm,cclimate
m1932r8,thermocouple
m1932r8,radar
m1932r8,nistunits
vahidpartovinia,gpuclust
trusch,chaingraphs
mwurzer,chaingraphs
kathrin_gruber,chaingraphs
sebrango,dengueparmest
sarahheaps,nseg4-cdt-advn
jaspershen,metanalyzer
ramon,rmacoqui
jesusolivero,rmacoqui
marcia,rmacoqui
ewoud,csfa
gnustats,dtrees2
ewkang,dtrees2
mflores72000,szrvar
vahidpartovinia,hbiclust
euglenas,ihclassify
gloria,modtree
nolenjoy,intbiclust
gnustats,translate-r
danikoka,translate-r
anastasiosvik,translate-r
antrikosv,translate-r
xd-deng,translate-r
dsteuer,translate-r
lukaszdaniel,translate-r
abdimi,translate-r
ryokota,addhazmodel
marbaclo,mvbinary
masedki,mvbinary
gmarinov,pco
naimi,gis
keqiang,coolmapr
david96,lahr
m1932r8,solidearthtide
wwstat,tswge
ycroissant,pder
iacus,ifs
iacus,opefimor
iacus,labstatr
proxyuid,modelfactory
jtormerod,ftree
rankthefirst,hyfo
marijke,gds
ctolson,classsnitch
monalisasip,rcmdrpcarobust
mstrong,savilocal
landroni,rcmdr-export
m1932r8,climtrends
rudradev,integratedjm
chizadek,edpcr
slre,edpcr
ccrcode,ccr
alexgenin,spwarnings
ardiad,riskportfolios
kboudt,riskportfolios
jpgaf,riskportfolios
ardiad,nse
kbluteau,nse
mhofert,copula
mmaechler,copula
jyan,copula
ikojadin,copula
jprossi,ecpaysage
glickmac,virpack
jprossi,ggene
m1932r8,ecotoxicology
ephraimhanks,ctmcmove
mreimherr,scpt
mhofert,crop
fjavier,twopiece
drossell,twopiece
dscott,hwriter5
bonschomi,mami
chrisheumann,mami
kasimadetayo,eefanalytics
zalmquist,networkspatial
