
//1
Position	Likelihood	Alpha
77967647.4062	3.112423e-02	2.783488e-01
78068640.5078	0.000000e+00	6.382980e-02
78169633.6094	5.896703e-01	1.479523e-03
78270626.7109	4.085202e-03	7.409999e-01
78371619.8125	4.085306e-03	1.047349e-02
78472612.9141	0.000000e+00	8.415148e-03
78573606.0156	0.000000e+00	1.081081e-01
78674599.1172	0.000000e+00	3.380282e-02
78775592.2188	6.334245e-02	3.596964e-03
78876585.3203	3.037483e-01	1.035119e-03
78977578.4219	3.903457e-01	1.061639e-03
79078571.5234	1.500461e+00	2.411773e-03
79179564.6250	1.405708e-01	3.298854e-03
79280557.7266	1.864163e+00	3.440852e-03
79381550.8281	2.717077e-03	6.917627e-03
79482543.9297	6.144023e-01	1.969360e-03
79583537.0312	9.873248e+00	2.493159e-04
79684530.1328	5.601974e-01	1.372815e-03
79785523.2344	0.000000e+00	6.315790e-02
79886516.3359	1.338533e-02	1.618118e-03
79987509.4375	5.053871e-01	1.340952e-03
80088502.5391	4.677411e+00	1.399846e-04
80189495.6406	5.255021e-02	1.082667e-02
80290488.7422	2.315051e-02	1.940673e-02
80391481.8438	3.320623e+01	1.203683e-05
80492474.9453	2.924540e+01	2.544113e-05
80593468.0469	5.284057e-01	1.610321e-03
80694461.1484	1.862905e+00	5.268238e-04
80795454.2500	0.000000e+00	1.791045e-01
80896447.3516	0.000000e+00	6.030152e-02
80997440.4531	0.000000e+00	3.076924e-01
81098433.5547	0.000000e+00	1.411765e-01
81199426.6562	8.836467e-01	1.196413e-03
81300419.7578	3.112402e-02	3.194166e-02
81401412.8594	4.085179e-03	3.799999e-02
81502405.9609	0.000000e+00	4.687502e-02
81603399.0625	0.000000e+00	4.477613e-02
81704392.1641	0.000000e+00	2.797204e-02
81805385.2656	3.112423e-02	3.044439e-02
81906378.3672	6.670173e-01	4.231090e-03
82007371.4688	6.206038e+00	5.474247e-05
82108364.5703	1.001962e+00	1.513824e-03
82209357.6719	4.085202e-03	7.409999e-02
82310350.7734	1.026800e+00	6.096894e-03
82411343.8750	1.405228e+00	7.613527e-04
82512336.9766	5.308693e-01	1.956361e-03
82613330.0781	8.526682e-01	2.615501e-03
82714323.1797	8.501428e-03	2.078076e-02
82815316.2812	5.304950e-01	1.492936e-01
82916309.3828	4.240937e-02	3.633725e-02
83017302.4844	7.860397e-01	1.132084e-03
83118295.5859	1.620143e+02	1.387116e-05
83219288.6875	1.786589e-01	2.275562e-02
83320281.7891	0.000000e+00	1.333333e+00
83421274.8906	1.061987e+01	1.563742e-05
83522267.9922	8.154064e-02	1.473081e-01
83623261.0938	7.364202e-01	6.000330e-04
83724254.1953	1.142638e+00	9.575023e-04
83825247.2969	2.007729e+00	7.101102e-04
83926240.3984	4.678634e-01	1.002635e-03
84027233.5000	6.290718e-03	2.322555e-02
84128226.6016	4.085202e-03	1.646666e-01
84229219.7031	2.319457e-02	6.568432e-03
84330212.8047	0.000000e+00	3.278689e-02
84431205.9062	1.141892e+00	5.099302e-04
84532199.0078	6.652679e+01	2.884191e-05
84633192.1094	4.082981e-03	5.292857e-02
84734185.2109	3.444423e-03	4.477341e-03
84835178.3125	2.264615e+00	2.348449e-03
84936171.4141	2.427943e-01	1.681828e-02
85037164.5156	4.022113e-01	1.300716e-02
85138157.6172	4.299940e-03	9.870861e-03
85239150.7188	1.332915e-03	2.613791e-03
85340143.8203	1.020813e-01	9.347312e-04
85441136.9219	5.706237e+00	1.339637e-04
85542130.0234	0.000000e+00	2.181818e-01
85643123.1250	1.787267e+00	2.447161e-04
85744116.2266	0.000000e+00	7.500001e-02
85845109.3281	0.000000e+00	1.445783e-01
85946102.4297	1.763715e-01	3.413343e-01
86047095.5312	0.000000e+00	2.926830e-01
86148088.6328	2.850426e-02	3.814540e-02
86249081.7344	8.585001e-01	5.643798e-03
86350074.8359	3.112423e-02	1.146142e-01
86451067.9375	0.000000e+00	9.677423e-02
86552061.0391	7.888158e-03	1.269556e-02
86653054.1406	3.700275e-01	1.427097e-02
86754047.2422	0.000000e+00	8.333335e-02
86855040.3438	1.917556e+00	5.622670e-04
86956033.4453	3.126604e-02	3.247402e-01
87057026.5469	3.112549e-02	4.552432e-03
87158019.6484	5.270681e-03	3.429083e-03
87259012.7500	5.466943e+00	2.493404e-05
87360005.8516	6.344866e+00	6.794856e-05
87460998.9531	7.657149e-02	3.291172e-02
87561992.0547	9.138846e-01	3.354367e-03
87662985.1562	0.000000e+00	2.625821e-02
87763978.2578	0.000000e+00	4.615386e-01
87864971.3594	7.234148e-01	6.327370e-02
87965964.4609	7.270824e-01	9.068530e-03
88066957.5625	1.098249e-01	1.923008e-03
88167950.6641	2.499926e-01	4.042928e-03
88268943.7656	6.084428e-01	6.898478e-04
88369936.8672	9.006032e-02	1.758821e-03
88470929.9688	3.112423e-02	3.608224e-02
88571923.0703	4.102552e-03	1.105970e-02
88672916.1719	8.322825e-01	2.728132e-03
88773909.2734	0.000000e+00	1.016949e-01
88874902.3750	4.085202e-03	4.780644e-02
88975895.4766	4.085764e-03	7.882975e-03
89076888.5781	4.758617e-02	2.598572e-03
89177881.6797	7.371501e-02	1.571903e-03
89278874.7812	7.216877e-02	1.755291e-02
89379867.8828	9.454930e-02	6.243653e-02
89480860.9844	1.802184e-01	1.177015e-02
89581854.0859	0.000000e+00	6.521741e-02
89682847.1875	3.810253e+00	1.805061e-04
89783840.2891	1.590559e+00	1.720603e-03
89884833.3906	0.000000e+00	1.052632e-01
89985826.4922	1.607089e-01	1.856093e-03
90086819.5938	0.000000e+00	6.666668e-01
90187812.6953	3.492923e-02	1.100814e-02
90288805.7969	6.251671e-01	9.557172e-04
90389798.8984	2.311477e-02	8.833410e-03
90490792.0000	1.599872e-01	2.461214e-03
90591785.1016	4.085202e-03	3.293333e-01
90692778.2031	0.000000e+00	1.578948e-01
90793771.3047	2.950233e-02	7.800000e-03
90894764.4062	3.223538e-01	6.995252e-03
90995757.5078	6.275525e-01	2.602090e-03
91096750.6094	6.201987e-01	1.399564e-03
91197743.7109	4.437497e-02	5.713405e-03
91298736.8125	9.486327e-01	2.913045e-03
91399729.9141	0.000000e+00	6.315791e-02
91500723.0156	3.786786e-01	6.827528e-04
91601716.1172	1.683392e+00	4.579021e-03
91702709.2188	1.901825e-01	1.783901e-02
91803702.3203	3.114314e-02	9.598231e-03
91904695.4219	4.101598e-03	1.235000e-01
92005688.5234	9.973871e-01	1.686191e-01
92106681.6250	3.927699e-01	4.431986e-03
92207674.7266	0.000000e+00	8.823532e-02
92308667.8281	4.745031e-01	1.068812e-03
92409660.9297	0.000000e+00	6.896554e-02
92510654.0312	0.000000e+00	9.523812e-02
92611647.1328	0.000000e+00	4.800001e-01
92712640.2344	3.329508e-02	1.487359e-02
92813633.3359	1.480711e+00	8.666965e-04
92914626.4375	3.933406e+00	7.093152e-04
93015619.5391	2.908542e-01	5.884015e-03
93116612.6406	2.434726e-01	8.117728e-04
93217605.7422	1.071802e+00	2.568274e-04
93318598.8438	0.000000e+00	1.055409e-02
93419591.9453	3.686951e-01	1.355909e-03
93520585.0469	0.000000e+00	8.510638e-02
93621578.1484	5.881800e-01	1.400141e-03
93722571.2500	4.084183e-03	5.292855e-02
93823564.3516	1.219096e-01	1.048494e-03
93924557.4531	5.919595e+01	1.491973e-05
94025550.5547	0.000000e+00	6.000002e-01
94126543.6562	5.345915e-03	5.118223e-02
94227536.7578	1.868319e-01	4.018653e-03
94328529.8594	4.778811e-01	2.709730e-03
94429522.9609	0.000000e+00	7.792210e-02
94530516.0625	1.463353e-01	3.873586e-03
94631509.1641	4.730626e+00	3.490711e-04
94732502.2656	0.000000e+00	6.550219e-03
94833495.3672	1.125474e+00	2.479990e-04
94934488.4688	0.000000e+00	1.016950e-01
95035481.5703	9.607246e-01	5.495791e-04
95136474.6719	0.000000e+00	3.333334e-01
95237467.7734	2.084364e-01	2.709003e-03
95338460.8750	3.542358e+00	1.210800e-04
95439453.9766	1.380046e+00	9.939661e-04
95540447.0781	1.870127e+00	1.451068e-04
95641440.1797	2.627444e+00	4.832418e-04
95742433.2812	9.269052e-01	5.301687e-04
95843426.3828	1.015931e+00	7.657539e-04
95944419.4844	0.000000e+00	4.780878e-02
96045412.5859	3.112436e-02	2.865354e-02
96146405.6875	1.330498e+00	5.195079e-04
96247398.7891	0.000000e+00	3.529413e-01
96348391.8906	0.000000e+00	4.838711e-02
96449384.9922	5.027798e-02	3.460691e-03
96550378.0938	2.421021e+00	4.217355e-04
96651371.1953	0.000000e+00	3.703704e-02
96752364.2969	4.085085e-03	1.445853e-02
96853357.3984	1.577727e+00	1.351524e-03
96954350.5000	0.000000e+00	4.838711e-02
97055343.6016	4.085134e-03	1.551832e-02
97156336.7031	3.540131e+00	1.071628e-04
97257329.8047	4.204558e+00	3.684179e-04
97358322.9062	4.571422e+00	2.567238e-03
97459316.0078	9.114365e-01	9.309321e-04
97560309.1094	1.724838e+00	2.229408e-04
97661302.2109	1.081900e+02	9.751883e-06
97762295.3125	1.965346e-02	4.499749e-03
97863288.4141	4.085202e-03	1.646666e-01
97964281.5156	0.000000e+00	1.496259e-02
98065274.6172	3.920154e-03	1.171541e-02
98166267.7188	3.826441e-01	6.200896e-03
98267260.8203	4.529348e-01	2.485924e-03
98368253.9219	1.992260e-02	1.037442e-02
98469247.0234	1.236295e-01	2.564164e-03
98570240.1250	2.606436e-01	1.008873e-03
98671233.2266	2.704566e-02	1.377252e-02
98772226.3281	0.000000e+00	4.669261e-02
98873219.4297	2.094730e-01	3.365770e-03
98974212.5312	0.000000e+00	3.614458e-02
99075205.6328	5.886124e-01	1.536130e-03
99176198.7344	4.113357e-03	7.103567e-03
99277191.8359	8.921014e-01	9.105261e-04
99378184.9375	1.984931e-01	1.177651e-02
99479178.0391	5.742798e-01	2.415085e-03
99580171.1406	4.117115e-01	7.273054e-04
99681164.2422	1.982029e-01	2.541357e-03
99782157.3438	3.610168e-03	8.717646e-02
99883150.4453	1.804876e-01	1.844618e-03
99984143.5469	1.465805e+00	1.297727e-04
100085136.6484	0.000000e+00	2.970298e-02
100186129.7500	0.000000e+00	2.443992e-02
100287122.8516	3.112423e-02	5.127477e-02
100388115.9531	1.312515e-01	3.209327e-03
100489109.0547	4.085142e-03	1.359633e-02
100590102.1562	4.916036e-01	6.605750e-04
100691095.2578	5.697192e+00	2.603805e-03
100792088.3594	0.000000e+00	2.376239e-02
100893078.0000	2.315050e-02	1.280844e+02

//6
Position	Likelihood	Alpha
858.0000	5.763005e-02	1.694169e+02
100832.3984	5.763005e-02	1.694169e+02
200806.7969	0.000000e+00	3.418803e-02
300781.1953	2.352361e-02	1.024288e-02
400755.5938	0.000000e+00	2.352941e-01
500729.9922	3.615723e-03	2.683341e-02
600704.3906	4.673242e-01	1.216530e-03
700678.7891	0.000000e+00	2.926830e-01
800653.1875	7.517315e-01	2.961337e-03
900627.5859	1.977618e-01	1.137745e-03
1000601.9844	3.276931e-01	8.155717e-04
1100576.3828	1.263516e-02	1.487961e-02
1200550.7812	1.075724e-02	2.650626e-03
1300525.1797	8.895423e-04	4.010417e-02
1400499.5781	1.265281e+00	2.017534e-04
1500473.9766	0.000000e+00	3.149606e-02
1600448.3750	4.708783e-01	4.210250e-03
1700422.7734	2.351649e-02	1.607344e-01
1800397.1719	0.000000e+00	1.250000e-01
1900371.5703	0.000000e+00	5.714288e-01
2000345.9688	9.932910e-02	1.133139e-02
2100320.3672	9.059726e-01	1.728892e-03
2200294.7656	2.537201e-01	1.394915e-02
2300269.1641	0.000000e+00	1.818183e-01
2400243.5625	1.496867e-01	3.981162e-02
2500217.9609	5.763004e-02	2.647140e-02
2600192.3594	0.000000e+00	3.037975e-02
2700166.7578	1.937935e-01	2.581962e-03
2800141.1562	7.570006e-02	3.981163e-03
2900115.5547	4.575978e+00	6.698970e-05
3000089.9531	2.298482e-02	8.706449e-02
3100064.3516	4.181004e-01	9.436564e-03
3200038.7500	9.427481e+00	1.042242e-04
3300013.1484	8.132816e+00	1.290071e-04
3399987.5469	6.845750e-02	5.764616e-03
3499961.9453	3.858058e+01	4.786377e-05
3599936.3438	0.000000e+00	6.976747e-02
3699910.7422	1.051141e-01	1.969965e-02
3799885.1406	8.216375e-03	5.880954e-03
3899859.5391	0.000000e+00	3.529412e-01
3999833.9375	5.203022e-01	4.692931e-04
4099808.3359	0.000000e+00	1.935485e-01
4199782.7344	6.973904e-02	6.404516e-03
4299757.1328	0.000000e+00	4.000001e+00
4399731.5312	1.678217e+00	2.053691e-02
4499705.9297	2.568129e-03	1.602162e-02
4599680.3281	0.000000e+00	1.132076e-01
4699654.7266	0.000000e+00	2.400000e+00
4799629.1250	3.393736e+01	1.429873e-04
4899603.5234	0.000000e+00	4.615386e-01
4999577.9219	2.568138e-03	7.409999e-01
5099552.3203	3.656469e+00	1.521832e-05
5199526.7188	2.322432e+02	1.698093e-05
5299501.1172	6.602561e-02	1.082467e-02
5399475.5156	2.672737e-02	2.405483e-02
5499449.9141	4.044297e-03	1.035392e-02
5599424.3125	2.393594e-01	1.850604e-03
5699398.7109	7.591379e+01	7.111494e-05
5799373.1094	0.000000e+00	5.286345e-02
5899347.5078	2.210493e-01	1.385756e-02
5999321.9062	3.664237e-02	1.003791e-02
6099296.3047	7.259606e-03	9.530485e-02
6199270.7031	2.589088e-01	4.699035e-03
6299245.1016	6.488790e-01	9.122359e-04
6399219.5000	2.597951e-03	8.302521e-03
6499193.8984	1.769317e+00	4.736322e-04
6599168.2969	1.323546e+00	4.516072e-04
6699142.6953	7.980897e-01	1.394866e-01
6799117.0938	1.255675e-02	6.241868e-03
6899091.4922	2.428679e-01	2.390608e-02
6999065.8906	0.000000e+00	1.500000e+00
7099040.2891	5.452193e-01	1.376580e-03
7199014.6875	4.240401e+01	4.641136e-05
7298989.0859	4.843570e-02	4.945172e-02
7398963.4844	1.186050e-01	8.886892e-03
7498937.8828	8.386454e-02	3.577093e-03
7598912.2812	2.364463e+01	9.804856e-05
7698886.6797	2.351649e-02	1.160860e-01
7798861.0781	6.918749e-01	1.264201e-03
7898835.4766	0.000000e+00	8.633095e-02
7998809.8750	0.000000e+00	5.660379e-02
8098784.2734	1.414489e-01	6.589379e-04
8198758.6719	5.703721e-02	3.986281e-03
8298733.0703	1.191912e-02	5.079590e-02
8398707.4688	1.120216e+00	1.184374e-03
8498681.8672	0.000000e+00	1.318681e-01
8598656.2656	0.000000e+00	3.053436e-02
8698630.6641	2.928769e+01	6.280862e-05
8798605.0625	2.569948e-03	3.330337e-02
8898579.4609	1.110001e-01	8.263512e-03
8998553.8594	8.965117e-02	3.247401e-02
9098528.2578	1.785702e+00	1.313107e-04
9198502.6562	9.150453e-04	5.930041e-03
9298477.0547	4.516049e-02	1.058856e-02
9398451.4531	6.888464e-01	6.512051e-03
9498425.8516	0.000000e+00	7.843137e-02
9598400.2500	6.011235e-02	2.016869e-02
9698374.6484	1.807606e-01	6.918699e-03
9798349.0469	1.979528e-02	5.880511e-03
9898323.4453	7.487074e-01	1.974172e-01
9998297.8438	2.546968e-02	1.044774e-02
10098272.2422	3.251388e-02	2.891450e-03
10198246.6406	7.421601e-01	2.192820e-03
10298221.0391	1.508631e-01	9.870650e-03
10398195.4375	1.215610e-02	5.665696e-02
10498169.8359	1.352650e+00	7.530722e-04
10598144.2344	6.080508e+01	1.827127e-05
10698118.6328	0.000000e+00	7.058827e-01
10798093.0312	2.300356e-01	1.706672e-01
10898067.4297	5.269240e-02	1.338566e-02
10998041.8281	0.000000e+00	2.400000e+00
11098016.2266	5.874406e-01	4.839005e-03
11197990.6250	0.000000e+00	2.905570e-02
11297965.0234	2.190976e-02	9.286881e-03
11397939.4219	3.691296e-03	1.023645e-01
11497913.8203	6.553812e-01	3.307736e-02
11597888.2188	6.178500e-01	2.249888e-03
11697862.6172	7.658681e-01	2.602089e-03
11797837.0156	1.001765e-01	5.629523e-03
11897811.4141	2.351649e-02	1.741290e-01
11997785.8125	6.589618e-02	2.677563e-02
12097760.2109	1.660420e-01	1.583958e-02
12197734.6094	3.220276e-01	2.392936e-03
12297709.0078	2.568137e-03	8.981819e-02
12397683.4062	1.795587e-02	2.808532e-03
12497657.8047	2.303725e-01	6.064183e-03
12597632.2031	1.172757e-01	2.117640e-03
12697606.6016	1.502788e-01	1.085771e-01
12797581.0000	1.257208e+00	9.158381e-04
12897555.3984	6.881350e-01	5.369163e-03
12997529.7969	2.466854e+00	3.521486e-04
13097504.1953	5.044089e-01	7.381406e-04
13197478.5938	8.812552e-02	2.553658e-03
13297452.9922	6.643057e-01	2.174800e-03
13397427.3906	2.568138e-03	1.482000e+00
13497401.7891	0.000000e+00	2.608697e-01
13597376.1875	2.568137e-03	7.057143e-02
13697350.5859	2.120951e-03	7.344692e-03
13797324.9844	2.555589e-03	2.390322e-02
13897299.3828	2.279053e-02	4.606243e-03
13997273.7812	1.181138e+01	2.205341e-05
14097248.1797	1.451295e-01	2.332712e-03
14197222.5781	2.344937e-02	4.445846e-03
14297196.9766	2.161332e+01	2.591107e-05
14397171.3750	2.568137e-03	1.504568e-02
14497145.7734	1.275361e+00	8.064347e-04
14597120.1719	3.160826e-01	3.601502e-03
14697094.5703	5.888021e-02	3.408793e-03
14797068.9688	0.000000e+00	2.105264e-01
14897043.3672	2.256304e-02	4.320267e-03
14997017.7656	5.608516e+00	1.017310e-04
15096992.1641	0.000000e+00	3.157896e-01
15196966.5625	5.956199e-01	1.556163e-02
15296940.9609	1.709936e+01	8.742182e-05
15396915.3594	2.568803e-03	8.717647e-02
15496889.7578	1.433002e-01	3.612302e-03
15596864.1562	9.958259e-02	1.390453e-02
15696838.5547	2.616107e-01	1.872395e-03
15796812.9531	5.004486e-01	2.239237e-03
15896787.3516	3.775233e-01	2.422582e-03
15996761.7500	1.583195e+00	1.869491e-03
16096736.1484	8.053592e-01	4.840848e-04
16196710.5469	1.110787e-01	5.133848e-03
16296684.9453	0.000000e+00	5.000001e-02
16396659.3438	7.724479e-01	1.913474e-03
16496633.7422	1.306565e+00	8.456285e-04
16596608.1406	8.451361e+00	6.285038e-05
16696582.5391	9.388181e-04	6.724657e-03
16796556.9375	1.706739e-02	3.239632e-03
16896531.3359	1.685544e+01	5.421873e-05
16996505.7344	1.111363e-01	1.585948e-03
17096480.1328	1.971715e-01	1.256593e-02
17196454.5312	8.407460e-02	1.197626e-02
17296428.9297	0.000000e+00	2.061856e-02
17396403.3281	1.039479e+01	4.854397e-05
17496377.7266	3.625382e+01	1.558286e-05
17596352.1250	9.244421e-01	1.584019e-03
17696326.5234	1.280160e-02	9.953248e-03
17796300.9219	4.382107e-01	2.075023e-03
17896275.3203	0.000000e+00	1.823709e-02
17996249.7188	5.962596e-02	2.925487e-03
18096224.1172	8.321702e-01	9.214705e-03
18196198.5156	2.822566e+01	2.313575e-05
18296172.9141	2.351649e-02	2.089548e-01
18396147.3125	4.931545e-01	4.272763e-03
18496121.7109	5.677860e+01	1.773986e-05
18596096.1094	0.000000e+00	2.000000e+00
18696070.5078	4.453783e+01	1.983606e-05
18796044.9062	2.568466e-03	4.295652e-02
18896019.3047	9.245369e-02	2.712486e-03
18995993.7031	2.370704e-02	8.130536e-03
19095968.1016	4.068202e+01	2.706119e-05
19195942.5000	6.281703e+00	5.388358e-05
19295916.8984	2.562818e-02	1.560913e-02
19395891.2969	1.765419e-02	1.062026e-02
19495865.6953	5.311005e-02	1.327531e-02
19595840.0938	1.186790e+02	1.840284e-05
19695814.4922	2.711008e+02	5.184319e-06
19795788.8906	7.253772e+01	5.229827e-06
19895763.2891	2.007761e+02	6.612621e-06
19995737.6875	1.609231e-03	9.709928e-03
20095712.0859	1.837126e-02	3.364675e-03
20195686.4844	2.195022e+02	2.121565e-05
20295660.8828	1.171937e-01	9.856358e-03
20395635.2812	2.665822e-01	1.806001e-03
20495609.6797	0.000000e+00	1.558442e-01
20595584.0781	3.638842e+00	7.862531e-04
20695558.4766	2.300078e-02	1.741290e-02
20795532.8750	2.617836e-01	9.308908e-03
20895507.2734	4.157257e+01	1.795921e-05
20995481.6719	7.564482e-01	2.761358e-03
21095456.0703	2.732455e-01	1.462657e-02
21195430.4688	0.000000e+00	1.111111e-01
21295404.8672	5.763002e-02	2.117712e-01
21395379.2656	8.493116e-04	3.003396e-03
21495353.6641	0.000000e+00	3.478262e-02
21595328.0625	0.000000e+00	1.016949e-01
21695302.4609	1.796978e+00	4.094464e-03
21795276.8594	1.263516e-02	7.365403e-01
21895251.2578	0.000000e+00	8.333335e-02
21995225.6562	0.000000e+00	3.870969e-01
22095200.0547	2.157304e-02	6.331963e-03
22195174.4531	0.000000e+00	5.607477e-02
22295148.8516	0.000000e+00	2.500000e-01
22395123.2500	0.000000e+00	1.515152e-02
22495097.6484	0.000000e+00	3.000001e-01
22595072.0469	0.000000e+00	2.564103e-02
22695046.4453	1.934343e+01	5.175317e-05
22795020.8438	0.000000e+00	1.016949e-01
22894995.2422	6.842108e+01	2.308870e-05
22994969.6406	2.881485e-01	2.841821e-03
23094944.0391	3.918825e+01	2.650589e-05
23194918.4375	1.081384e-01	8.114752e-04
23294892.8359	0.000000e+00	2.400001e-01
23394867.2344	1.547752e-01	1.607345e-02
23494841.6328	1.064133e+00	6.806267e-04
23594816.0312	1.157273e-01	4.289038e-03
23694790.4297	4.944162e+00	3.959794e-04
23794764.8281	4.212714e+00	4.223946e-04
23894739.2266	1.482009e+00	2.096504e-04
23994713.6250	6.193141e-01	2.344694e-03
24094688.0234	1.794095e-01	1.767769e-02
24194662.4219	5.968337e-03	1.543036e-02
24294636.8203	2.190270e+00	2.161751e-04
24394611.2188	1.722888e-01	8.769248e-03
24494585.6172	7.760747e-02	5.607271e-03
24594560.0156	0.000000e+00	6.315791e-02
24694534.4141	1.151832e+00	2.465817e-03
24794508.8125	2.285872e-01	7.616841e-04
24894483.2109	2.437579e-02	2.530443e-02
24994457.6094	1.235424e+00	3.255858e-03
25094432.0078	0.000000e+00	5.000001e-02
25194406.4062	2.097860e-01	1.773165e-03
25294380.8047	2.813543e-02	5.123377e-03
25394355.2031	5.796369e-02	1.462743e-02
25494329.6016	2.260266e-02	3.783381e-03
25594304.0000	2.447280e-02	1.152938e-03
25694278.3984	4.469721e+01	2.358724e-05
25794252.7969	2.355790e-02	3.482579e-01
25894227.1953	2.285481e-01	5.535345e-03
25994201.5938	5.158945e-01	1.168339e-03
26094175.9922	1.830389e+00	4.627306e-04
26194150.3906	5.006319e+00	4.822293e-05
26294124.7891	6.956716e+01	1.551869e-05
26394099.1875	2.594138e-01	8.634497e-03
26494073.5859	2.568127e-03	8.468571e-02
26594047.9844	0.000000e+00	6.000000e+00
26694022.3828	3.407051e-01	3.094707e-03
26793996.7812	5.762979e-02	1.144709e-02
26893971.1797	7.180009e-01	2.356039e-02
26993945.5781	5.301775e-03	4.353376e-03
27093919.9766	3.460868e+00	3.996032e-04
27193894.3750	3.437901e-01	4.105709e-03
27293868.7734	0.000000e+00	9.677422e-02
27393843.1719	8.531435e-02	1.223246e-03
27493817.5703	2.568138e-03	1.852500e-01
27593791.9688	5.762997e-02	6.274702e-02
27693766.3672	0.000000e+00	9.917357e-02
27793740.7656	5.757771e-02	1.184734e-02
27893715.1641	7.651603e-01	1.092608e-02
27993689.5625	8.406379e-05	2.948427e-02
28093663.9609	0.000000e+00	1.935485e-01
28193638.3594	4.489703e-01	1.667290e-04
28293612.7578	5.672626e-02	3.764821e-02
28393587.1562	0.000000e+00	4.460967e-02
28493561.5547	1.463612e-01	1.864659e-02
28593535.9531	1.056953e+01	2.936420e-05
28693510.3516	1.263516e-02	9.206755e-02
28793484.7500	2.548462e-02	9.548192e-03
28893459.1484	2.568124e-03	2.719267e-02
28993433.5469	1.497190e-01	1.270584e-02
29093407.9453	4.851235e-01	3.162840e-03
29193382.3438	0.000000e+00	2.400001e-01
29293356.7422	2.558755e-03	4.631250e-02
29393331.1406	9.502209e-02	7.446769e-03
29493305.5391	1.380114e+00	4.606775e-04
29593279.9375	1.263496e-02	5.242280e-03
29693254.3359	7.232544e-01	1.210079e-03
29793228.7344	5.014194e-03	7.264705e-03
29893203.1328	0.000000e+00	1.200000e-01
29993177.5312	1.385482e-02	1.130972e-02
30093151.9297	4.560932e-02	4.859017e-03
30193126.3281	3.416279e-01	7.448550e-03
30293100.7266	2.353428e-02	7.710509e-03
30393075.1250	0.000000e+00	2.251407e-02
30493049.5234	0.000000e+00	5.309736e-02
30593023.9219	2.081168e-01	1.266486e-02
30692998.3203	4.135292e-01	4.269947e-04
30792972.7188	2.315655e-03	8.349297e-03
30892947.1172	2.308586e-02	2.190755e-03
30992921.5156	2.845485e-02	1.855658e-02
31092895.9141	3.478520e-02	1.251005e-03
31192870.3125	0.000000e+00	8.000002e-01
31292844.7109	5.654474e-02	3.576501e-03
31392819.1094	3.899840e-01	1.599073e-03
31492793.5078	2.592265e-03	1.277586e-02
31592767.9062	2.568138e-03	2.964000e+00
31692742.3047	1.480708e+00	8.894752e-03
31792716.7031	6.347114e-03	1.550611e-02
31892691.1016	1.313275e+00	2.795313e-04
31992665.5000	1.301645e+01	4.857079e-05
32092639.8984	9.225299e-01	1.320856e-03
32192614.2969	5.004404e-02	2.751016e-03
32292588.6953	0.000000e+00	6.000001e+00
32392563.0938	2.576861e-03	5.218310e-03
32492537.4922	1.203006e+00	1.841441e-04
32592511.8906	1.243008e+00	8.500179e-04
32692486.2891	2.853720e-01	3.364634e-03
32792460.6875	2.294641e-02	5.263344e-03
32892435.0859	8.554807e-02	1.194438e-02
32992409.4844	1.144586e+00	2.907979e-03
33092383.8828	6.213017e+01	2.461062e-05
33192358.2812	1.874533e-01	7.152447e-03
33292332.6797	1.259047e+00	4.351580e-04
33392307.0781	2.616630e+00	1.813615e-03
33492281.4766	5.263092e-01	2.147926e-03
33592255.8750	7.004694e+01	2.553701e-05
33692230.2734	1.516799e-01	1.531216e-02
33792204.6719	1.839554e-01	1.014479e-03
33892179.0703	5.504370e+01	2.159793e-05
33992153.4688	1.499992e-01	2.132765e-02
34092127.8672	2.795166e+00	7.976714e-04
34192102.2656	2.754948e-01	1.140623e-03
34292076.6641	2.184923e-04	2.361733e-02
34392051.0625	8.866008e-01	6.584997e-04
34492025.4609	7.962410e-01	8.749067e-03
34591999.8594	6.913951e-03	1.534460e-02
34691974.2578	0.000000e+00	5.217393e-01
34791948.6562	1.146991e+00	6.943318e-03
34891923.0547	2.151093e+00	2.310095e-04
34991897.4531	8.974062e-01	6.234696e-04
35091871.8516	4.136851e-01	1.119569e-03
35191846.2500	0.000000e+00	1.875001e-01
35291820.6484	2.021949e-01	6.427382e-03
35391795.0469	5.525910e-05	6.012052e-03
35491769.4453	0.000000e+00	4.800000e-01
35591743.8438	5.763005e-02	5.294280e-02
35691718.2422	9.491752e-02	3.862381e-03
35791692.6406	0.000000e+00	1.032702e-02
35891667.0391	2.466423e-01	9.030758e-04
35991641.4375	0.000000e+00	8.823532e-02
36091615.8359	3.939787e-01	8.364881e-04
36191590.2344	0.000000e+00	1.111112e-01
36291564.6328	0.000000e+00	1.791045e-02
36391539.0312	2.510890e-03	8.981819e-02
36491513.4297	0.000000e+00	8.108109e-03
36591487.8281	5.640127e-01	5.007890e-04
36691462.2266	1.497190e-01	1.327054e-01
36791436.6250	5.787956e-01	3.410768e-03
36891411.0234	2.355180e-03	3.289679e-03
36991385.4219	4.507713e+01	2.399333e-05
37091359.8203	5.651112e+01	6.977434e-06
37191334.2188	2.250523e+01	5.555502e-06
37291308.6172	5.816425e+01	1.010483e-05
37391283.0156	2.542783e-02	3.162578e-03
37491257.4141	1.099919e-01	2.078069e-03
37591231.8125	7.259520e+01	1.870467e-05
37691206.2109	5.083144e-01	1.072259e-03
37791180.6094	8.461891e-03	2.496747e-02
